seed,alpha,w,fid,erank
0,0.0,-0.5,68.49975061049301,3.8531134025931357
0,0.0,-0.4,44.59207174006155,3.8531134025931357
0,0.0,-0.3,27.78141188064394,3.8531134025931357
0,0.0,-0.19999999999999996,14.11036926994732,3.8531134025931357
0,0.0,-0.09999999999999998,7.185479603865015,3.8531134025931357
0,0.0,0.0,3.9237444812436766,3.8531134025931357
0,0.0,0.10000000000000009,5.618099838665644,3.8531134025931357
0,0.0,0.20000000000000007,9.871938816748091,3.8531134025931357
0,0.0,0.30000000000000004,18.55140339787691,3.8531134025931357
0,0.0,0.4,36.59795396663836,3.8531134025931357
0,0.0,0.5,54.115504393064796,3.8531134025931357
0,0.0,0.6000000000000001,79.99733397031018,3.8531134025931357
0,0.0,0.7000000000000002,105.99423244161594,3.8531134025931357
0,0.0,0.8,133.81519808294243,3.8531134025931357
0,0.0,0.9000000000000001,153.63072332967602,3.8531134025931357
0,0.0,1.0,175.05655469177228,3.8531134025931357
0,0.0,1.1,190.65339091947828,3.8531134025931357
0,0.0,1.2000000000000002,208.2417642327715,3.8531134025931357
0,0.0,1.3,225.09222631838085,3.8531134025931357
0,0.0,1.4000000000000001,243.07851517039518,3.8531134025931357
0,0.0,1.5,258.5164449654028,3.8531134025931357
1,0.0,-0.5,84.47135021168275,3.833150749719143
1,0.0,-0.4,54.44582193511515,3.833150749719143
1,0.0,-0.3,31.973506060838975,3.833150749719143
1,0.0,-0.19999999999999996,17.05452226898545,3.833150749719143
1,0.0,-0.09999999999999998,7.5683699485899405,3.833150749719143
1,0.0,0.0,3.754906648318361,3.833150749719143
1,0.0,0.10000000000000009,5.154160560004242,3.833150749719143
1,0.0,0.20000000000000007,10.307762780758935,3.833150749719143
1,0.0,0.30000000000000004,20.42617239780771,3.833150749719143
1,0.0,0.4,35.004033831752245,3.833150749719143
1,0.0,0.5,53.51708168456304,3.833150749719143
1,0.0,0.6000000000000001,81.56621343638551,3.833150749719143
1,0.0,0.7000000000000002,105.87777283360296,3.833150749719143
1,0.0,0.8,133.26421108181776,3.833150749719143
1,0.0,0.9000000000000001,161.2518882005048,3.833150749719143
1,0.0,1.0,182.690778139393,3.833150749719143
1,0.0,1.1,202.11724303652173,3.833150749719143
1,0.0,1.2000000000000002,221.386054361645,3.833150749719143
1,0.0,1.3,241.01940150377544,3.833150749719143
1,0.0,1.4000000000000001,262.60388526793946,3.833150749719143
1,0.0,1.5,285.6550987853474,3.833150749719143
2,0.0,-0.5,86.79618506432229,3.85355880061388
2,0.0,-0.4,56.586451801480486,3.85355880061388
2,0.0,-0.3,32.51096889333691,3.85355880061388
2,0.0,-0.19999999999999996,15.75067396341845,3.85355880061388
2,0.0,-0.09999999999999998,7.651838575104554,3.85355880061388
2,0.0,0.0,3.638921935358817,3.85355880061388
2,0.0,0.10000000000000009,5.2539282476460425,3.85355880061388
2,0.0,0.20000000000000007,10.742555342814951,3.85355880061388
2,0.0,0.30000000000000004,21.34811588605384,3.85355880061388
2,0.0,0.4,34.00449680285759,3.85355880061388
2,0.0,0.5,56.323642477348784,3.85355880061388
2,0.0,0.6000000000000001,81.43048164209506,3.85355880061388
2,0.0,0.7000000000000002,107.53688782094913,3.85355880061388
2,0.0,0.8,131.19739726952992,3.85355880061388
2,0.0,0.9000000000000001,151.83476552166695,3.85355880061388
2,0.0,1.0,169.78387654127783,3.85355880061388
2,0.0,1.1,190.16888033081608,3.85355880061388
2,0.0,1.2000000000000002,208.22947824588044,3.85355880061388
2,0.0,1.3,227.45537555515824,3.85355880061388
2,0.0,1.4000000000000001,245.37232623300866,3.85355880061388
2,0.0,1.5,264.33505492155683,3.85355880061388
0,0.05,-0.5,68.2750335433574,3.714370462489128
0,0.05,-0.4,44.37899275644441,3.714370462489128
0,0.05,-0.3,27.594061147332923,3.714370462489128
0,0.05,-0.19999999999999996,13.99191574446243,3.714370462489128
0,0.05,-0.09999999999999998,7.149555077053181,3.714370462489128
0,0.05,0.0,3.9237444812436766,3.714370462489128
0,0.05,0.10000000000000009,5.61343066812692,3.714370462489128
0,0.05,0.20000000000000007,9.90969966391014,3.714370462489128
0,0.05,0.30000000000000004,18.821690943423874,3.714370462489128
0,0.05,0.4,37.26274194191276,3.714370462489128
0,0.05,0.5,55.846065322951446,3.714370462489128
0,0.05,0.6000000000000001,82.90912174196188,3.714370462489128
0,0.05,0.7000000000000002,110.13508720112029,3.714370462489128
0,0.05,0.8,138.4518678444566,3.714370462489128
0,0.05,0.9000000000000001,159.56206089421545,3.714370462489128
0,0.05,1.0,182.50761295515474,3.714370462489128
0,0.05,1.1,199.6729730887962,3.714370462489128
0,0.05,1.2000000000000002,218.308107508461,3.714370462489128
0,0.05,1.3,236.91977064155117,3.714370462489128
0,0.05,1.4000000000000001,254.6755179912576,3.714370462489128
0,0.05,1.5,270.380585251271,3.714370462489128
1,0.05,-0.5,79.70730535788081,3.6951866849541664
1,0.05,-0.4,51.55681158450493,3.6951866849541664
1,0.05,-0.3,30.56209814822563,3.6951866849541664
1,0.05,-0.19999999999999996,16.46246123981037,3.6951866849541664
1,0.05,-0.09999999999999998,7.439723775045436,3.6951866849541664
1,0.05,0.0,3.754906648318361,3.6951866849541664
1,0.05,0.10000000000000009,5.065690051126458,3.6951866849541664
1,0.05,0.20000000000000007,9.96742982007663,3.6951866849541664
1,0.05,0.30000000000000004,19.805022236268137,3.6951866849541664
1,0.05,0.4,34.10780524962634,3.6951866849541664
1,0.05,0.5,52.83537881763949,3.6951866849541664
1,0.05,0.6000000000000001,81.03959192098495,3.6951866849541664
1,0.05,0.7000000000000002,105.87201929298297,3.6951866849541664
1,0.05,0.8,132.90870364374047,3.6951866849541664
1,0.05,0.9000000000000001,160.19687281109907,3.6951866849541664
1,0.05,1.0,181.18648913539818,3.6951866849541664
1,0.05,1.1,199.5493093518803,3.6951866849541664
1,0.05,1.2000000000000002,218.1461424848179,3.6951866849541664
1,0.05,1.3,235.97598724407771,3.6951866849541664
1,0.05,1.4000000000000001,256.4917845106638,3.6951866849541664
1,0.05,1.5,278.93153073338226,3.6951866849541664
2,0.05,-0.5,84.5591888080524,3.714744720852375
2,0.05,-0.4,55.321912014138654,3.714744720852375
2,0.05,-0.3,31.920598139383983,3.714744720852375
2,0.05,-0.19999999999999996,15.518058256836651,3.714744720852375
2,0.05,-0.09999999999999998,7.588122767903797,3.714744720852375
2,0.05,0.0,3.638921935358817,3.714744720852375
2,0.05,0.10000000000000009,5.282419540235996,3.714744720852375
2,0.05,0.20000000000000007,10.85298575997939,3.714744720852375
2,0.05,0.30000000000000004,21.748679785834433,3.714744720852375
2,0.05,0.4,34.811670317268046,3.714744720852375
2,0.05,0.5,57.72492794011106,3.714744720852375
2,0.05,0.6000000000000001,83.26576475485982,3.714744720852375
2,0.05,0.7000000000000002,109.70529021591932,3.714744720852375
2,0.05,0.8,133.027844299239,3.714744720852375
2,0.05,0.9000000000000001,152.78069132260828,3.714744720852375
2,0.05,1.0,170.42888183436747,3.714744720852375
2,0.05,1.1,190.93848436790984,3.714744720852375
2,0.05,1.2000000000000002,208.7385164941684,3.714744720852375
2,0.05,1.3,228.16057361256628,3.714744720852375
2,0.05,1.4000000000000001,246.18127527245449,3.714744720852375
2,0.05,1.5,265.7534862211564,3.714744720852375
0,0.1,-0.5,70.16143634043443,3.5716511882185937
0,0.1,-0.4,45.38568917615261,3.5716511882185937
0,0.1,-0.3,27.916491095919596,3.5716511882185937
0,0.1,-0.19999999999999996,14.034286793117916,3.5716511882185937
0,0.1,-0.09999999999999998,7.128609986495038,3.5716511882185937
0,0.1,0.0,3.9237444812436766,3.5716511882185937
0,0.1,0.10000000000000009,5.62585310875527,3.5716511882185937
0,0.1,0.20000000000000007,9.951014238489803,3.5716511882185937
0,0.1,0.30000000000000004,18.982414944651744,3.5716511882185937
0,0.1,0.4,37.65525573687421,3.5716511882185937
0,0.1,0.5,56.81167607160861,3.5716511882185937
0,0.1,0.6000000000000001,84.18909819179527,3.5716511882185937
0,0.1,0.7000000000000002,112.16902357057069,3.5716511882185937
0,0.1,0.8,140.13808819689115,3.5716511882185937
0,0.1,0.9000000000000001,162.62633309339083,3.5716511882185937
0,0.1,1.0,186.66381072834076,3.5716511882185937
0,0.1,1.1,206.16470626466202,3.5716511882185937
0,0.1,1.2000000000000002,226.56396235799295,3.5716511882185937
0,0.1,1.3,246.1044309579676,3.5716511882185937
0,0.1,1.4000000000000001,264.6969467962998,3.5716511882185937
0,0.1,1.5,280.77214438328735,3.5716511882185937
1,0.1,-0.5,76.24575360711141,3.5533579633116723
1,0.1,-0.4,49.5012122537342,3.5533579633116723
1,0.1,-0.3,29.620342192413215,3.5533579633116723
1,0.1,-0.19999999999999996,16.05287624194317,3.5533579633116723
1,0.1,-0.09999999999999998,7.345842214642193,3.5533579633116723
1,0.1,0.0,3.754906648318361,3.5533579633116723
1,0.1,0.10000000000000009,5.0036453742531695,3.5533579633116723
1,0.1,0.20000000000000007,9.73295280501412,3.5533579633116723
1,0.1,0.30000000000000004,19.436806244349174,3.5533579633116723
1,0.1,0.4,33.3766259722392,3.5533579633116723
1,0.1,0.5,51.63748761965458,3.5533579633116723
1,0.1,0.6000000000000001,78.97221218282272,3.5533579633116723
1,0.1,0.7000000000000002,103.01731279176326,3.5533579633116723
1,0.1,0.8,129.10379892160188,3.5533579633116723
1,0.1,0.9000000000000001,156.86897740984278,3.5533579633116723
1,0.1,1.0,177.58461198936246,3.5533579633116723
1,0.1,1.1,196.37712544671325,3.5533579633116723
1,0.1,1.2000000000000002,215.89511801707482,3.5533579633116723
1,0.1,1.3,233.13217031886944,3.5533579633116723
1,0.1,1.4000000000000001,252.44901506580305,3.5533579633116723
1,0.1,1.5,273.26491578251904,3.5533579633116723
2,0.1,-0.5,82.22046215082713,3.5719620502471923
2,0.1,-0.4,53.82604929417968,3.5719620502471923
2,0.1,-0.3,31.10834327110435,3.5719620502471923
2,0.1,-0.19999999999999996,15.178212681417378,3.5719620502471923
2,0.1,-0.09999999999999998,7.490697714748685,3.5719620502471923
2,0.1,0.0,3.638921935358817,3.5719620502471923
2,0.1,0.10000000000000009,5.271520805141921,3.5719620502471923
2,0.1,0.20000000000000007,10.782654323649025,3.5719620502471923
2,0.1,0.30000000000000004,21.743228174375492,3.5719620502471923
2,0.1,0.4,34.75373502634656,3.5719620502471923
2,0.1,0.5,57.533745222908195,3.5719620502471923
2,0.1,0.6000000000000001,82.70594623537887,3.5719620502471923
2,0.1,0.7000000000000002,108.1277214182152,3.5719620502471923
2,0.1,0.8,130.731431460191,3.5719620502471923
2,0.1,0.9000000000000001,149.08380661396512,3.5719620502471923
2,0.1,1.0,165.78473940393042,3.5719620502471923
2,0.1,1.1,184.5692793329284,3.5719620502471923
2,0.1,1.2000000000000002,201.65756940306693,3.5719620502471923
2,0.1,1.3,220.52357734989923,3.5719620502471923
2,0.1,1.4000000000000001,236.69385921912658,3.5719620502471923
2,0.1,1.5,255.67791508451768,3.5719620502471923
0,0.2,-0.5,67.19005861015054,3.2777661038041113
0,0.2,-0.4,43.199504229136245,3.2777661038041113
0,0.2,-0.3,26.497739092066638,3.2777661038041113
0,0.2,-0.19999999999999996,13.355739375584248,3.2777661038041113
0,0.2,-0.09999999999999998,6.93440003303331,3.2777661038041113
0,0.2,0.0,3.9237444812436766,3.2777661038041113
0,0.2,0.10000000000000009,5.464225176445131,3.2777661038041113
0,0.2,0.20000000000000007,9.45332618173974,3.2777661038041113
0,0.2,0.30000000000000004,18.017172669169227,3.2777661038041113
0,0.2,0.4,35.81509745246283,3.2777661038041113
0,0.2,0.5,54.14767124594427,3.2777661038041113
0,0.2,0.6000000000000001,80.34497799410198,3.2777661038041113
0,0.2,0.7000000000000002,107.27750202002352,3.2777661038041113
0,0.2,0.8,132.47676310918962,3.2777661038041113
0,0.2,0.9000000000000001,153.05189538706873,3.2777661038041113
0,0.2,1.0,173.82327470785228,3.2777661038041113
0,0.2,1.1,191.8816372571997,3.2777661038041113
0,0.2,1.2000000000000002,210.95548612249533,3.2777661038041113
0,0.2,1.3,228.53806601783214,3.2777661038041113
0,0.2,1.4000000000000001,247.74907769516847,3.2777661038041113
0,0.2,1.5,264.73408986249586,3.2777661038041113
